Company Name,Physical Address,Phone,FAX,Web,Business Description,NAICS,Employee(s),Annual Sales,Contact Person,Industry Description,Stock Exchange,Latitude,Longitude
Mixers,"407EMainStFranklin,NC28734-2697",8286340086,,,Restaurants,722511,2,"$74,000",JasonWest,Full-ServiceRestaurants,,35.183482,-83.374245
SharonsBeautyShop,"2149JacksCreekRdBurnsville,NC28714-5243",8286826429,,,BeautySalons,812112,2,"$40,000",,BeautySalons,,35.934784,-82.344799
LaPoblana,"237HighlandsRdFranklin,NC28734-2713",8285240794,,,Restaurants,722511,5,"$184,000",SabinaFlores,Full-ServiceRestaurants,,35.184075,-83.369211
ComprehensiveRehabilitation,"600FullwoodRdMatthews,NC28105-2659",7049425872,8662270449,ATRIUMHEALTH.ORG,VocationalRehabilitationServices,624310,3,,AkikoOmura,VocationalRehabilitationServices,,35.114464,-80.730943
ApplesofGoldPreschool,"1633SPostRdShelby,NC28152-8529",7044819265,,CCPARTNERSHIPFORCHILDREN.COM,ChildCareService,624410,12,"$212,000",MistyGreene,ChildCareServices,,35.237041,-81.513522
SmythCPA,"84PacoletStTryon,NC28782-3363",8288592264,,SMYTHCPA.COM,Accountants,541211,6,"$553,000",BlakeSmyth,OfficesofCertifiedPublicAccountants,,35.208638,-82.239546
ParkwayElementarySchool,"160ParkwaySchoolDrBoone,NC28607-5111",8282643032,8282647999,WATAUGASCHOOLS.ORG,Schools,611110,80,,DougFaulkner,ElementaryandSecondarySchools,,36.231833,-81.56259
AppalachianRegional,"870StateFarmRd#100Boone,NC28607-4862",8283862663,,APPRHS.ORG,Pulmonary&RespiratoryDiseases,621111,4,"$1,041,000",MaryEttaLong,OfficesofPhysicians(exceptMentalHealthSpecialists),,36.202828,-81.657376
FisherRealtySapphireOffice,"17527RosmanHwySapphire,NC28774-",8289669290,,,RealEstate,531210,4,"$395,000",HeatherScott,OfficesofRealEstateAgentsandBrokers,,35.109554,-82.99065
CarolinaFabInc,"2129CharlesRaperJonasHwyMtHolly,NC28120-1276",7048208694,,CAROLINAFABINC.COM,Assembly&FabricatingService(mfrs),339999,20,"$3,122,000",DebbieEvans,AllOtherMiscellaneousManufacturing,,35.335396,-81.067573
JerryPowellPlumbing,"129BigBendRdRonda,NC28670-9100",3369990035,,,PlumbingContractors,238220,1,"$96,000",JerryPowell,"Plumbing,Heating,andAir-ConditioningContractors",,36.237128,-80.900909
KantomPropertiesLLC,"791SAllenRd#2FlatRock,NC28731-9410",8280001111,,,RealEstateManagement,531210,2,"$182,000",ThomasKane,OfficesofRealEstateAgentsandBrokers,,35.315027,-82.422327
JustDonuts!Inc,"23IotlaStFranklin,NC28734-2944",8280001111,,,Doughnuts,722515,4,"$245,000",WilliamMHebrankJr,SnackandNonalcoholicBeverageBars,,35.182282,-83.380927
RE/MAXLandoftheWaterfalls,"77EMainStBrevard,NC28712-3746",8288847653,8288847653,REMAX.COM,RealEstate,531210,13,"$1,284,000",BillyMccoy,OfficesofRealEstateAgentsandBrokers,,35.233257,-82.732858
VibrantCoachingInc,"9144FairOakDrSherrillsFord,NC28673-7288",7045024953,,VIBRANTCOACHING.COM,PersonalCoaching,561311,2,"$163,000",NicoleHGreer,EmploymentPlacementAgencies,,35.630838,-80.946815
ArcofNorthCarolina,"6769AlbemarleRd#BCharlotte,NC28212-3803",7045687797,7045687797,ARCNC.ORG,CognitiveDisability-DevDisabilitySvcs,624310,24,,LisaPoteat,VocationalRehabilitationServices,,35.202882,-80.728472
"DalsaniaSamir,DDS","560MalcolmBlvd#ARutherfordClg,NC28671-",8288743678,,,Dentists,621210,1,"$156,000",SamirDalsania,OfficesofDentists,,35.747405,-81.52479
Staffmasters,"1615EMainStLincolnton,NC28092-3946",7042683001,,HIREDYNAMICS.COM,EmploymentAgencies&Opportunities,561311,1,"$40,000",BillyMilam,EmploymentPlacementAgencies,,35.477676,-81.232736
"WhetstoneDavid,DDS","415SKingStMorganton,NC28655-3538",8284330266,8284330291,,Dentists,621210,1,"$156,000",DavidWhetstone,OfficesofDentists,,35.742163,-81.684913
NevinsInc,"3523NevinRdCharlotte,NC28269-4351",7045961372,,NEVINSINC.ORG,CognitiveDisability-DevDisabilitySvcs,624310,130,,AdamPLawlor,VocationalRehabilitationServices,,35.283437,-80.83009
HighwaterClays,"600RiversideDrAsheville,NC28801-2140",8282526033,8282533853,HIGHWATERCLAYS.COM,Clay,212323,20,"$3,955,000",KatharinaOhara,"Kaolin,Clay,andCeramicandRefractoryMineralsMining",,35.602961,-82.576789
ConnerSeamlessGutters,"4261BillsCreekRdUnionMills,NC28167-8971",8284297984,,,Gutters&Downspouts,238160,1,"$93,000",JoeConner,RoofingContractors,,35.511887,-82.107365
LandmarkProperties,"100ChadwickSquareCtHendersonville,NC28739-3234",8286970543,,,RealEstate,531210,2,"$182,000",,OfficesofRealEstateAgentsandBrokers,,35.302671,-82.456948
GrigsbyLandSurveying&Assoc,"140WestviewDrHendersonville,NC28791-8007",8286065283,,,RealEstate,531210,3,"$273,000",,OfficesofRealEstateAgentsandBrokers,,35.389125,-82.517791
CKCarolinaIndustriesLLC,"631CoxRdGastonia,NC28054-3438",7040001111,,,Manufacturers,339999,13,"$2,029,000",CiamackKamdar,AllOtherMiscellaneousManufacturing,,35.269884,-81.133964
AllMySonsMoving&Storage,"6901NorthparkBlvd#BCharlotte,NC28216-2451",7047692992,,ALLMYSONS.COM,Movers,484110,25,"$3,328,000",DevinBello,"GeneralFreightTrucking,Local",,35.314524,-80.850161
GosnellFamilyPropertiesLLC,"40EtowahTownSq#30Etowah,NC28729-8809",8280001111,,,RealEstateManagement,531210,2,"$182,000",BruceGosnell,OfficesofRealEstateAgentsandBrokers,,35.31769,-82.597593
DuffGlobalIndustriesLLC,"105MarkTwainCtMtHolly,NC28120-1597",7040001111,,,Manufacturers,339999,27,"$4,215,000",CorneliusTDuff,AllOtherMiscellaneousManufacturing,,35.272184,-81.018096
CarolMarinRealEstateInc,"11BradshawLnCandler,NC28715-9422",8280001111,,,RealEstate,531210,2,"$251,000",CarolMarin,OfficesofRealEstateAgentsandBrokers,,35.562555,-82.688784
"NeuwirthBryanR,DDS","110JuniperSt#400Morganton,NC28655-4677",8284334499,8284334407,BROWNANDNEUWIRTH.COM,Dentists,621210,1,"$364,000",BryanRNeuwirth,OfficesofDentists,,35.728957,-81.658197
JJJKPropertiesLLC,"38HeritageParkDrFletcher,NC28732-6618",8280001111,,,RealEstateManagement,531210,2,"$182,000",JosephALaBruno,OfficesofRealEstateAgentsandBrokers,,35.407681,-82.515083
LibertyxBitcoinATM,"231NGrahamStCharlotte,NC28202-1463",8005118940,,LIBERTYX.COM,VirtualCurrencyConversionKiosk/Atm,523160,,,,CommodityContractsIntermediation,,35.232609,-80.845028
HaywoodSmokehouse,"33MaconCenterDrFranklin,NC28734-6779",8283696666,,,Restaurants,722511,12,"$1,639,000",MikeHunt,Full-ServiceRestaurants,,35.195417,-83.359492
LibertyxBitcoinATM,"108AirportCommonsDrCharlotte,NC28208-3686",8005118940,,LIBERTYX.COM,VirtualCurrencyConversionKiosk/Atm,523160,,,,CommodityContractsIntermediation,,35.241013,-80.923442
Blackburn'sFloorSanding,"922ElkSpurStElkin,NC28621-2733",3368355507,,,FloorLayingRefinishing&Resurfacing,238330,2,"$191,000",JoeyBlackburn,FlooringContractors,,36.25113,-80.873687
PolkBaptistAssoc,"135BlantonStColumbus,NC28722-",8288943787,8288942293,POLKBAPTISTASSOCIATION.COM,Associations,813910,2,,HubertStreet,BusinessAssociations,,35.260238,-82.150057
MillsAccountingSvc,"667SPeakStColumbus,NC28722-",8288943440,8288945550,,Accountants,541211,3,"$277,000",EugeneMillsJr,OfficesofCertifiedPublicAccountants,,35.260238,-82.150057
LibertyxBitcoinATM,"306EWoodlawnRdCharlotte,NC28217-2349",8005118940,,LIBERTYX.COM,VirtualCurrencyConversionKiosk/Atm,523160,,,,CommodityContractsIntermediation,,35.176863,-80.878382
TicCenter,"3504ArteeRdShelby,NC28150-7759",7044340444,,,ChildCareService,624410,5,"$89,000",,ChildCareServices,,35.309214,-81.61304
HornsbyCreativeGroupLLC,"1195PlottCreekRdWaynesville,NC28786-4188",8280001111,,HORNSBYCREATIVEGROUP.COM,MarketingConsultants,541613,2,"$265,000",JohnAHornsby,MarketingConsultingServices,,35.479405,-83.015889
Image360,"3608SNewHopeRdGastonia,NC28056-8325",7048247446,7048247445,IMAGE360.COM,Signs(mfrs),339950,4,"$508,000",TimHenderson,SignManufacturing,,35.223487,-81.105064
HBruceSindenDDS,"2203SSterlingSt#247Morganton,NC28655-4083",8280001111,,,Dentists,621210,3,"$468,000",,OfficesofDentists,,35.726726,-81.655746
MedEtAlInc,"1226MannDr#200Matthews,NC28105-5534",7043210211,,TGUARD.COM,Physicians&SurgeonsEquip&Supls-Whls,423450,5,"$6,426,000",EugeneZilber,"Medical,Dental,andHospitalEquipmentandSuppliesMerchantWholesalers",,35.122803,-80.719123
AlcoSelf-SvcStorage,"9401AlbemarleRdCharlotte,NC28227-3345",7045357462,,,Movers,484110,1,"$134,000",LannyWilliams,"GeneralFreightTrucking,Local",,35.212144,-80.683947
CTWSPropertiesLLC,"1056HaywoodRd#BAsheville,NC28806-2655",8280001111,,,RealEstateManagement,531210,3,"$376,000",LauraSullivan,OfficesofRealEstateAgentsandBrokers,,35.581745,-82.604805
HardinParkElementarySchool,"361JeffersonRdBoone,NC28607-8801",8282648481,8282653609,WATAUGASCHOOLS.ORG,Schools,611110,130,,PhillipNorman,ElementaryandSecondarySchools,,36.222315,-81.662015
RidgelineLeadership,"1457RockyMountainRdBoone,NC28607-7736",8287190591,,RIDGELINELEADER.COM,Schools&EducationalServicesNEC,611710,2,,JamesStreet,EducationalSupportServices,,36.215636,-81.617925
AirExpertsPlus+,"12012ndSt#BNorthWilkesboro,NC28659-3848",3360001111,,,AirConditioningContractors&Systems,238220,2,"$191,000",,"Plumbing,Heating,andAir-ConditioningContractors",,36.172506,-81.143139
Carla&CoRealEstateSvc,"1020MerrimonAve#103Asheville,NC28804-2361",8282223685,,CARLAANDCOMPANYASHEVILLE.COM,RealEstate,531210,3,"$376,000",,OfficesofRealEstateAgentsandBrokers,,35.632267,-82.555209
TryonFineArtsCtr,"34MelroseAveTryon,NC28782-3392",8288598322,,TRYONARTS.ORG,PerformingArts,711110,7,"$355,000",MarianneCarruth,TheaterCompaniesandDinnerTheaters,,35.207418,-82.239664
ACMFinancialLLC,"1335ValhallaDrDenver,NC28037-",7040001111,,,FinancialAdvisoryServices,523940,2,"$571,000",AnthonyCMontanari,PortfolioManagementandInvestmentAdvice,,35.447456,-80.995873
MetroPrint,"1196NolesDrMtHolly,NC28120-1252",7048273796,,METROPRINT.INK,Signs(mfrs),339950,5,"$635,000",FrankKemp,SignManufacturing,,35.314811,-81.039261
JonesCommercialProperties,"619SpartanburgHwyHendersonville,NC28792-5762",8286977733,8286977515,JONESCOMMERCIALPROPERTIES.COM,RealEstate,531210,1,"$91,000",GaryJones,OfficesofRealEstateAgentsandBrokers,,35.306873,-82.457096
JerryPowellPlumbing,"MountainLakeDrBoomer,NC28606-",3369211921,,,PlumbingContractors,238220,1,"$96,000",JerryPowell,"Plumbing,Heating,andAir-ConditioningContractors",,36.070775,-81.261116
PNCBank,"530WBypassBurnsville,NC28714-",8286820900,8286820905,PNC.COM,Banks,522110,5,"$699,000",LeighCuthbertson,CommercialBanking,,35.917232,-82.32441
HighlandsPizzaPlaceLLC,"365MainStHighlands,NC28741-",8285265660,,,Pizza,722511,4,"$148,000",PamelaMCanary,Full-ServiceRestaurants,,35.077073,-83.189764
LifetideBodyworks,"57JrPateRdBurnsville,NC28714-8972",8289898091,,,Massage,812199,2,"$46,000",,OtherPersonalCareServices,,35.914038,-82.433952
NextLevelIndustriesLLC,"3423KnobHillCtCharlotte,NC28210-6409",7040001111,,,Medical/Dental/HospitalEqpt&Supl(whls),423450,4,"$5,141,000",,"Medical,Dental,andHospitalEquipmentandSuppliesMerchantWholesalers",,35.134233,-80.824265
Silvers&AssocLLC,"51CattleDrBurnsville,NC28714-0300",8282841201,,,Attorneys,541110,2,"$249,000",AlexanderSilvers,OfficesofLawyers,,35.900741,-82.423354
60/40SvcLLC,"14316ReeseBlvdW#B-826Huntersville,NC28078-7959",9803035363,,60-40-SERVICES.COM,Movers,484110,3,"$400,000",TravisBarton,"GeneralFreightTrucking,Local",,35.408979,-80.863066
Sav-Mor,"83PlazaLoopCanton,NC28716-4889",8286482500,8282352491,INGLES-MARKETS.COM,Grocers-Retail,445110,10,"$3,352,000",BrentleyMesser,SupermarketsandOtherGroceryRetailers(exceptConvenienceRetailers),,35.533371,-82.863255
OrthoProsExpress,"9307MonroeRd#MCharlotte,NC28270-1485",7049212286,,,Physicians&SurgeonsEquip&Supls-Whls,423450,50,"$64,259,000",StuartRoss,"Medical,Dental,andHospitalEquipmentandSuppliesMerchantWholesalers",,35.146102,-80.739875
CallisonRealEstHoldingsLLC,"1011TunnelRd#140Asheville,NC28805-2059",8280001111,,,RealEstateManagement,531210,5,"$626,000",CallanDWhite,OfficesofRealEstateAgentsandBrokers,,35.587068,-82.493528
NiyaTrainingConsultantsLLC,"Charlotte,NC28216-",7078405685,,,Career&VocationalCounseling,624310,4,,,VocationalRehabilitationServices,,,
RedIndustries,"1236IndustrialAveGastonia,NC28054-4629",7040001111,,REDINDUSTRIES.COM,Manufacturers,339999,27,"$4,215,000",,AllOtherMiscellaneousManufacturing,,35.270192,-81.160512
FrenchSwissSkiCollgInc,"940SkiMountainRdBlowingRock,NC28605-8300",8282959311,,SKIFRENCH-SWISS.COM,SkiingInstruction,611620,200,"$15,420,000",JamesCottrell,SportsandRecreationInstruction,,36.174067,-81.663539
InglesMarket,"259BarberBlvdWaynesville,NC28786-3686",8284567599,,INGLES-MARKETS.COM,Grocers-Retail,445110,70,"$23,462,000",PatrickBowman,SupermarketsandOtherGroceryRetailers(exceptConvenienceRetailers),,35.50413,-82.986388
LinetAmericasInc,"9115HarsCrnrsPkwy#150Charlotte,NC28269-3778",8778159895,,,Medical/Dental/HospitalEqpt&Supl(whls),423450,5,"$6,426,000",CharlieBaker,"Medical,Dental,andHospitalEquipmentandSuppliesMerchantWholesalers",,35.345522,-80.844265
BalsamConsultingGroupInc,"94FranklinStWaynesville,NC28786-1805",8280001111,,,Consultants-BusinessNEC,541618,2,"$252,000",BradHughes,OtherManagementConsultingServices,,35.465548,-83.005346
BarrettValuesCtrLLC,"570OxnerCoveRdWaynesville,NC28786-7744",8280001111,,,Administrative&GeneralManagementConsultin,541611,3,"$397,000",,AdministrativeManagementandGeneralManagementConsultingServices,,35.473259,-83.043368
LibertyxBitcoinATM,"3310FincherFarmRdMatthews,NC28105-",8005118940,,LIBERTYX.COM,VirtualCurrencyConversionKiosk/Atm,523160,,,,CommodityContractsIntermediation,,35.12023,-80.725777
LynetteGilley-AmeripriseFncl,"1024MistyCreekDrIronStation,NC28080-9002",7046070734,,AMERIPRISEADVISORS.COM,FinancialAdvisoryServices,523940,4,"$1,141,000",,PortfolioManagementandInvestmentAdvice,,35.478256,-81.042409
LibertyxBitcoinATM,"3007EIndependenceBlvdCharlotte,NC28205-7036",8005118940,,,VirtualCurrencyConversionKiosk/Atm,523160,,,,CommodityContractsIntermediation,,35.204281,-80.791876
PineHillRealPropertyGroup,"176PineHillDrBrevard,NC28712-4867",8280001111,,,RealEstate,531210,2,"$198,000",TylerLPierce,OfficesofRealEstateAgentsandBrokers,,35.129544,-82.819673
CentralPiedmontCommunityClg,"208NCaldwellStCharlotte,NC28202-2500",7043304201,,,Junior-CommunityCollege-TechInstitutes,611210,45,,,JuniorColleges,,35.224381,-80.837125
GreenValleyCommunityPark,"3896BigHillRdTodd,NC28684-",3360001111,,PARKRXAMERICA.ORG,Parks,712190,6,"$441,000",,NatureParksandOtherSimilarInstitutions,,36.338898,-81.552887
QualityConcrete,"423DillsRdRutherfordton,NC28139-8760",8644209019,,KNIFERIVER.COM,ConcreteContractors,238110,2,"$185,000",JesseLukens,PouredConcreteFoundationandStructureContractors,,35.265032,-81.911642
UnitedStatesPostalSvc,"2633LynnRdLynn,NC28750-5001",8280001111,8288595111,USPS.COM,PostOffices,491110,2,,NancyAllen,PostalService,,35.22906,-82.23303
FastGlassCorvette,"402FranksRdLincolnton,NC28092-0719",7045307647,,,AutomobileParts-Used&Rebuilt(whls),423140,2,"$1,491,000",,MotorVehicleParts(Used)MerchantWholesalers,,35.469825,-81.329138
"RobertAncelS,DDS","1009CreeksideDrNEValdese,NC28690-9762",8288743678,,,Dentists,621210,1,"$156,000",AncelSRobert,OfficesofDentists,,35.754509,-81.542907
SalemCommunications,"895StateFarmRdBoone,NC28607-4917",8282644621,,,CommunicationsConsultants,541618,3,"$228,000",,OtherManagementConsultingServices,,36.203234,-81.656341
MountainVistaRealty,"278GreenwoodLnBrevard,NC28712-9799",8285773106,,MOUNTAINVISTAREALTY.BIZ,RealEstate,531210,5,"$494,000",AnnetteStewart,OfficesofRealEstateAgentsandBrokers,,35.147711,-82.69182
EdwardJones,"2377ENcHighway150Lincolnton,NC28092-",7047321631,,EDWARDJONES.COM,FinancialAdvisoryServices,523940,2,"$571,000",LindaRudisill,PortfolioManagementandInvestmentAdvice,,35.517438,-81.257893
KonicaMinolta,"2101RexfordRd#168WCharlotte,NC28211-3487",7044429997,7046439100,KONICAMINOLTA.US,Copying&DuplicatingMachines&Supls,423420,18,"$14,670,000",JesseCoore,OfficeEquipmentMerchantWholesalers,,35.158599,-80.832152
AshevilleStick-RudderFlight,"48PattonAveAsheville,NC28801-3321",8280001111,,MOUNTAINX.COM,FlightAircraftInstruction,611512,4,,,FlightTraining,,35.594489,-82.553693
CaldwellCommunityCollege,"372CommunityCollegeDrBoone,NC28607-",8282972185,,CCCTI.EDU,Junior-CommunityCollege-TechInstitutes,611210,70,,TrinaCurtis,JuniorColleges,,36.200895,-81.661437
RCWoodcockLtd,"1648SMainStWaynesville,NC28786-2156",8284540750,,,IndustrialHygieneConsultants,541690,3,"$377,000",RayCWoodcock,OtherScientificandTechnicalConsultingServices,,35.470639,-83.002025
PurcellSandra-AssocRealtors,"96WMainStBrevard,NC28712-4186",8288857867,8288852046,,RealEstate,531210,9,"$889,000",SandraPurcell,OfficesofRealEstateAgentsandBrokers,,35.234608,-82.735868
"ZengAntony,DDS","679WFlemingDrMorganton,NC28655-4450",3216169990,,,Dentists,621210,1,"$156,000",AntonyZeng,OfficesofDentists,,35.729601,-81.702723
CHIndustriesInc,"100NMainSt#200Belmont,NC28012-3104",7040001111,,,Manufacturers,339999,45,"$7,024,000",,AllOtherMiscellaneousManufacturing,,35.244018,-81.03762
TmacConsultants&SvcLLC,"72MarjorieLnWaynesville,NC28785-7436",8289264294,,,BusinessManagementConsultants,541614,1,"$133,000",ThomasMcavoy,"Process,PhysicalDistribution,andLogisticsConsultingServices",,35.613321,-83.004944
NescoInc,"518NGeneralsBlvd#BLincolnton,NC28092-3537",7047355667,,NESCORESOURCE.COM,EmploymentAgencies&Opportunities,561311,2,"$80,000",JohnFinger,EmploymentPlacementAgencies,,35.49257,-81.245225
PiedmontBiomedicalInc,"12533TannersCtCharlotte,NC28262-1595",7045491881,,PIEDMONTBIOMEDICAL.COM,Physicians&SurgeonsEquip&Supls-Whls,423450,3,"$3,856,000",JohnHaar,"Medical,Dental,andHospitalEquipmentandSuppliesMerchantWholesalers",,35.340201,-80.712291
Kid'sPlacePreschool,"200EMarionStShelby,NC28150-4610",7044876357,,CUMCSHELBY.ORG,ChildCareService,624410,9,"$159,000",ShelleyRempson,ChildCareServices,,35.291529,-81.538557
LeePrecisionFabricationLLC,"4026MountainviewStGastonia,NC28056-7695",7040001111,,,Assembly&FabricatingService(mfrs),339999,4,"$625,000",,AllOtherMiscellaneousManufacturing,,35.295792,-81.079582
Ladonna'sForHair,"601WUSHighway19EBypBurnsville,NC28714-7279",8286829794,,,BeautySalons,812112,3,"$59,000",DonnaTifton,BeautySalons,,35.914298,-82.306365
I-Lumenate,"2830HagersCtDenver,NC28037-8198",7049661910,,NOCQUA.COM,ElectricFence(mfrs),333310,2,,,CommercialandServiceIndustryMachineryManufacturing,,35.504759,-81.004272
ThornburgMachine&SupplyCo,"1699SmithFarmRdLincolnton,NC28092-",7047355421,7047359397,THORNBURGMACHINE.COM,MetalGoods-Manufacturers,332999,30,"$3,165,000",MichaelNale,AllOtherMiscellaneousFabricatedMetalProductManufacturing,,35.517438,-81.257893
Coreware,"799WMillsSt#BColumbus,NC28722-8645",8289001500,,COREWARE.COM,CreditCard-MerchantServices,518210,47,"$7,195,000",EzraWeinstein,"ComputingInfrastructureProviders,DataProcessing,WebHosting,andRelatedServices",,35.242228,-82.208977
KlaxonHoldingsLLC,"4685EaglePointeCtDenver,NC28037-7308",7040001111,,,HoldingCompanies(non-Bank),551112,2,"$960,000",BradleyRStrock,OfficesofOtherHoldingCompanies,,35.528815,-80.966889
SchoolsPolkCountyForbesPre,"100SchoolPlTryon,NC28782-2942",8288592879,,POLK.ORG,Schools-Pre-School/Kindergarten-Academic,624410,7,"$79,000",KevinWeis,ChildCareServices,,35.214423,-82.243411
HallMichael,"419SSharonAmityRd#ACharlotte,NC28211-2884",7048582984,,,Career&VocationalCounseling,624310,1,,MichaelHall,VocationalRehabilitationServices,,35.172949,-80.803521
DownSyndromeAssn-Charlotte,"3900ParkRd#CCharlotte,NC28209-2133",7045362163,,DSAGREATERCHARLOTTE.ORG,CognitiveDisability-DevDisabilitySvcs,624310,27,,,VocationalRehabilitationServices,,35.177598,-80.851578
CardinalPointConstrInc,"232BentCreekRanchRdAsheville,NC28806-9522",8280001111,,,ConstructionCompanies,236115,2,"$586,000",DanielClere,NewSingle-FamilyHousingConstruction(exceptFor-SaleBuilders),,35.506646,-82.604642
Searcy'sAutoSales&Svc,"1814Nc108HwyEColumbus,NC28722-7732",8288940295,,SEARCYS-AUTOMOTIVE-SERVICE-SALES.BUSINES,Automobile/TrucksDealers-Used,441120,2,"$1,429,000",BrandonSearcy,UsedCarDealers,,35.268185,-82.182097
Black'sAutoCollisionInc,"3409KanuppDrNewton,NC28658-8561",8283273913,,,AutomobileBody-Repairing&Painting,811121,2,"$179,000",RobertBlack,"AutomotiveBody,Paint,andInteriorRepairandMaintenance",,35.68331,-81.303688
MetalFasteningSystems,"7670MikronDrStanley,NC28164-4500",7048223562,,METALFASTENINGSYSTEMS.COM,Fasteners-Hook&Loop(mfrs),339993,2,"$222,000",BrianSasuta,"Fastener,Button,Needle,andPinManufacturing",,35.418147,-81.015643
LibertyxBitcoinATM,"1235PecanAveCharlotte,NC28205-5037",8005118940,,LIBERTYX.COM,VirtualCurrencyConversionKiosk/Atm,523160,,,,CommodityContractsIntermediation,,35.220071,-80.814031
A&FWellDrilling&PumpSvc,"384WallaceRdEllenboro,NC28040-7659",8284531687,,,PlumbingContractors,238220,1,"$93,000",ChrisGreene,"Plumbing,Heating,andAir-ConditioningContractors",,35.318558,-81.797785
ClaremontAutomotive&Muffler,"3239WMainStClaremont,NC28610-9692",8284592255,,CLAREMONTAUTOMOTIVEANDMUFFLER.COM,AutomobileRepairing&Service,811111,1,"$85,000",KendraDuncan,GeneralAutomotiveRepair,,35.714851,-81.147857
Clean&TidyStorage,"6121NcHighway9NMillSpring,NC28756-",8288179226,,MILLSPRINGSTORAGE.COM,Storage,493110,4,"$347,000",,GeneralWarehousingandStorage,,35.340543,-82.146435
PerformanceBlueprintsInc,"4064ShullsMillRdBlowingRock,NC28605-6012",8287736972,,PERFORMANCEBLUEPRINTS.COM,Administrative&GeneralManagementConsultin,541611,4,"$329,000",,AdministrativeManagementandGeneralManagementConsultingServices,,36.158475,-81.712175
DeckardAutomotiveInc,"1625RailroadAveNewton,NC28658-2151",8280001111,,,AutomobileRepairing&Service,811111,2,"$169,000",DelbertLDeckardII,GeneralAutomotiveRepair,,35.678699,-81.217615
JimmieJohnsonAir&Heat,"624WhitePlainsRdRoaringRiver,NC28669-9204",3366962778,3364484931,CURTISWALKERHEATING.COM,HeatingContractors,238220,6,"$573,000",JimmieJohnson,"Plumbing,Heating,andAir-ConditioningContractors",,36.213406,-81.001432
BlueRidgeRefrigeration,"32FrostyLnAsheville,NC28806-9086",8282537801,8282534101,BLUERIDGEREFRIGERATION.COM,ScientificApparatus&Instruments-Mfrs,327215,10,"$1,601,000",RandallWGarrett,GlassProductManufacturingMadeofPurchasedGlass,,35.637169,-82.635988
Academy-ArtsForEnlightenment,"154theCourtyardBoone,NC28607-6751",8280001111,,,ArtsOrganizations&Information,712110,2,,AnthonyMiles,Museums,,36.173206,-81.559832
WelcomeCenter,"Interstate26MilePost68Columbus,NC28722-",8288942120,,VISITNC.COM,TouristInformation,561510,6,"$526,000",KathyWest,TravelAgencies,,35.260238,-82.150057
AcktzLLC,"2016LongleafDrCharlotte,NC28210-7530",7040001111,,,Trucking-LocalCartage,484110,3,"$420,000",TiaraCFrazier,"GeneralFreightTrucking,Local",,35.111281,-80.872684
CatCountyCustoms,"1021HavenDrSWConover,NC28613-9207",7043253033,,,AutomobileBody-Repairing&Painting,811121,4,"$357,000",GlenMccall,"AutomotiveBody,Paint,andInteriorRepairandMaintenance",,35.69623,-81.243547
MSquaredRealEstInvstmnt,"19CarrollsPlaceCtMillsRiver,NC28759-2065",8280001111,,MSQREALESTATE.COM,RealEstate,531210,2,"$182,000",,OfficesofRealEstateAgentsandBrokers,,35.429527,-82.577055
AutoForeignCarSvcInc,"118CatawbaValleyBlvdHickory,NC28602-9601",8282676833,,WWW6.AUTOFOREIGNCARSERVICE.CO,AutomobileRepairing&Service,811111,3,"$253,000",JohnAndras,GeneralAutomotiveRepair,,35.704922,-81.337414
CarolinaBrushCo,"3093NorthwestBlvdGastonia,NC28052-1166",7048670286,7048610772,CAROLINABRUSH.COM,Brooms&Brushes(mfrs),339994,32,"$3,902,000",FrederickPSpach,"Broom,Brush,andMopManufacturing",,35.276518,-81.221098
Tomason'sPressureWashing,"Rutherfordton,NC28139-",8282896060,,,Patio&DeckCleaning&Restoration,238190,2,"$282,000",,"OtherFoundation,Structure,andBuildingExteriorContractors",,35.370205,-81.95887
UnitedStatesPostalSvc,"126WardStColumbus,NC28722-9401",8280001111,8288948680,USPS.COM,PostOffices,491110,13,,ScottSmith,PostalService,,35.251256,-82.196904
CarolinaCornerstoneConstr,"357DepotStAsheville,NC28801-4310",8282519067,8282510216,,ConstructionCompanies,236115,21,"$6,144,000",SusanKendall,NewSingle-FamilyHousingConstruction(exceptFor-SaleBuilders),,35.581102,-82.564692
NoEvilFoodsLLC,"108MonticelloRd#2000Weaverville,NC28787-0634",8280001111,,,FoodProducts-Machinery(mfrs),333241,67,"$11,623,000",NicoleLaMarca,FoodProductMachineryManufacturing,,35.707612,-82.574569
NationwideInsurance,"60WalkerSt#AColumbus,NC28722-",8288942546,,NATIONWIDE.COM,Insurance,524210,3,"$306,000",ReneeWaldman,InsuranceAgenciesandBrokerages,,35.260238,-82.150057
CentralPiedmontCommunityClg,"8120GrierRdCharlotte,NC28215-2893",7043304800,,CPCC.EDU,Junior-CommunityCollege-TechInstitutes,611210,60,,,JuniorColleges,,35.264768,-80.731207
ZooliesNaturalFoodMarket,"308NHaywoodStWaynesville,NC28786-5718",8284523663,,ZOOLIES.US,Grocers-Retail,445110,2,"$671,000",JeanDavis,SupermarketsandOtherGroceryRetailers(exceptConvenienceRetailers),,35.492008,-82.989117
CrossroadsOutdoor,"82Hwy9N#4MillSpring,NC28756-0693",8288990333,,,ShippingAgents,483211,2,"$479,000",ScottEdwards,InlandWaterFreightTransportation,,35.298423,-82.163016
